text,sentiment
Great product item 3906,1
Amazing experience item 3907,1
Do not buy item 3908,0
I love this! item 3909,1
Very disappointed item 3910,0
Complete garbage item 3911,0
Amazing experience item 3912,1
Complete garbage item 3913,0
Poor quality item 3914,0
Terrible product item 3915,0
Worst experience item 3916,0
Highly recommend item 3917,1
Very happy with this item 3918,1
Waste of money item 3919,0
Worst experience item 3920,0
Fantastic quality item 3921,1
Amazing experience item 3922,1
Terrible product item 3923,0
I love this! item 3924,1
Amazing experience item 3925,1
Complete garbage item 3926,0
I love this! item 3927,1
Waste of money item 3928,0
Worst experience item 3929,0
Worst experience item 3930,0
Great product item 3931,1
Very happy with this item 3932,1
Great product item 3933,1
Very happy with this item 3934,1
Complete garbage item 3935,0
Avoid this item 3936,0
Waste of money item 3937,0
Best purchase ever item 3938,1
Poor quality item 3939,0
Avoid this item 3940,0
Amazing experience item 3941,1
Worst experience item 3942,0
Waste of money item 3943,0
Great product item 3944,1
Complete garbage item 3945,0
Best purchase ever item 3946,1
Terrible product item 3947,0
Avoid this item 3948,0
I love this! item 3949,1
Fantastic quality item 3950,1
Highly recommend item 3951,1
Amazing experience item 3952,1
Terrible product item 3953,0
Avoid this item 3954,0
Complete garbage item 3955,0
Poor quality item 3956,0
Amazing experience item 3957,1
Very disappointed item 3958,0
Very happy with this item 3959,1
Waste of money item 3960,0
Excellent service item 3961,1
Excellent service item 3962,1
Best purchase ever item 3963,1
Do not buy item 3964,0
Very happy with this item 3965,1
Amazing experience item 3966,1
Amazing experience item 3967,1
I love this! item 3968,1
Avoid this item 3969,0
Amazing experience item 3970,1
Great product item 3971,1
I love this! item 3972,1
Very disappointed item 3973,0
Great product item 3974,1
Highly recommend item 3975,1
Avoid this item 3976,0
Best purchase ever item 3977,1
Poor quality item 3978,0
Do not buy item 3979,0
Excellent service item 3980,1
Very happy with this item 3981,1
I love this! item 3982,1
Fantastic quality item 3983,1
Terrible product item 3984,0
Do not buy item 3985,0
Great product item 3986,1
Very disappointed item 3987,0
Very happy with this item 3988,1
I love this! item 3989,1
Terrible product item 3990,0
Waste of money item 3991,0
Fantastic quality item 3992,1
Poor quality item 3993,0
Fantastic quality item 3994,1
Fantastic quality item 3995,1
Waste of money item 3996,0
Terrible product item 3997,0
Great product item 3998,1
Very disappointed item 3999,0
Best purchase ever item 4000,1
Best purchase ever item 4001,1
I love this! item 4002,1
Very disappointed item 4003,0
Fantastic quality item 4004,1
Very happy with this item 4005,1
Do not buy item 4006,0
Poor quality item 4007,0
Very happy with this item 4008,1
Complete garbage item 4009,0
Excellent service item 4010,1
Highly recommend item 4011,1
Amazing experience item 4012,1
Avoid this item 4013,0
Very happy with this item 4014,1
Excellent service item 4015,1
Complete garbage item 4016,0
Poor quality item 4017,0
Waste of money item 4018,0
Waste of money item 4019,0
Best purchase ever item 4020,1
Very happy with this item 4021,1
Do not buy item 4022,0
Complete garbage item 4023,0
Excellent service item 4024,1
Amazing experience item 4025,1
Amazing experience item 4026,1
Do not buy item 4027,0
Complete garbage item 4028,0
Avoid this item 4029,0
Great product item 4030,1
I love this! item 4031,1
I love this! item 4032,1
Very disappointed item 4033,0
Great product item 4034,1
Great product item 4035,1
Very happy with this item 4036,1
Waste of money item 4037,0
Worst experience item 4038,0
Complete garbage item 4039,0
Terrible product item 4040,0
Great product item 4041,1
Best purchase ever item 4042,1
Excellent service item 4043,1
Poor quality item 4044,0
Amazing experience item 4045,1
Avoid this item 4046,0
Complete garbage item 4047,0
Avoid this item 4048,0
Terrible product item 4049,0
Complete garbage item 4050,0
Excellent service item 4051,1
Highly recommend item 4052,1
Avoid this item 4053,0
Highly recommend item 4054,1
Complete garbage item 4055,0
Complete garbage item 4056,0
Terrible product item 4057,0
Poor quality item 4058,0
Great product item 4059,1
Worst experience item 4060,0
Do not buy item 4061,0
Great product item 4062,1
Very happy with this item 4063,1
Waste of money item 4064,0
Amazing experience item 4065,1
Great product item 4066,1
Very happy with this item 4067,1
Do not buy item 4068,0
Complete garbage item 4069,0
Complete garbage item 4070,0
Waste of money item 4071,0
Avoid this item 4072,0
Best purchase ever item 4073,1
Complete garbage item 4074,0
Worst experience item 4075,0
Waste of money item 4076,0
Very disappointed item 4077,0
Highly recommend item 4078,1
Great product item 4079,1
Avoid this item 4080,0
Very disappointed item 4081,0
Very happy with this item 4082,1
Very happy with this item 4083,1
Very happy with this item 4084,1
Do not buy item 4085,0
Avoid this item 4086,0
Avoid this item 4087,0
Amazing experience item 4088,1
Poor quality item 4089,0
Poor quality item 4090,0
Great product item 4091,1
Amazing experience item 4092,1
Highly recommend item 4093,1
Very disappointed item 4094,0
Best purchase ever item 4095,1
Very happy with this item 4096,1
Worst experience item 4097,0
Very disappointed item 4098,0
Best purchase ever item 4099,1
Highly recommend item 4100,1
Do not buy item 4101,0
Poor quality item 4102,0
I love this! item 4103,1
Best purchase ever item 4104,1
Excellent service item 4105,1
Highly recommend item 4106,1
Excellent service item 4107,1
Avoid this item 4108,0
Highly recommend item 4109,1
Terrible product item 4110,0
Very disappointed item 4111,0
Waste of money item 4112,0
Complete garbage item 4113,0
Excellent service item 4114,1
Do not buy item 4115,0
Great product item 4116,1
Poor quality item 4117,0
Avoid this item 4118,0
Do not buy item 4119,0
I love this! item 4120,1
Worst experience item 4121,0
Highly recommend item 4122,1
Complete garbage item 4123,0
Best purchase ever item 4124,1
Very disappointed item 4125,0
Avoid this item 4126,0
Worst experience item 4127,0
Very happy with this item 4128,1
Worst experience item 4129,0
Terrible product item 4130,0
Highly recommend item 4131,1
Poor quality item 4132,0
Very happy with this item 4133,1
Waste of money item 4134,0
Amazing experience item 4135,1
Avoid this item 4136,0
Best purchase ever item 4137,1
Waste of money item 4138,0
Excellent service item 4139,1
Avoid this item 4140,0
Highly recommend item 4141,1
Avoid this item 4142,0
Waste of money item 4143,0
Do not buy item 4144,0
Amazing experience item 4145,1
Waste of money item 4146,0
Complete garbage item 4147,0
Worst experience item 4148,0
Do not buy item 4149,0
Amazing experience item 4150,1
Amazing experience item 4151,1
Excellent service item 4152,1
Great product item 4153,1
Best purchase ever item 4154,1
Very happy with this item 4155,1
Poor quality item 4156,0
Poor quality item 4157,0
Best purchase ever item 4158,1
Do not buy item 4159,0
Great product item 4160,1
Very disappointed item 4161,0
Excellent service item 4162,1
Terrible product item 4163,0
Waste of money item 4164,0
Worst experience item 4165,0
Very disappointed item 4166,0
Very happy with this item 4167,1
Complete garbage item 4168,0
Poor quality item 4169,0
Very happy with this item 4170,1
Best purchase ever item 4171,1
I love this! item 4172,1
Best purchase ever item 4173,1
Best purchase ever item 4174,1
Waste of money item 4175,0
Amazing experience item 4176,1
Worst experience item 4177,0
Complete garbage item 4178,0
Best purchase ever item 4179,1
Terrible product item 4180,0
Fantastic quality item 4181,1
Amazing experience item 4182,1
Excellent service item 4183,1
Poor quality item 4184,0
Great product item 4185,1
Complete garbage item 4186,0
Excellent service item 4187,1
Best purchase ever item 4188,1
Worst experience item 4189,0
Fantastic quality item 4190,1
Complete garbage item 4191,0
Amazing experience item 4192,1
Do not buy item 4193,0
Do not buy item 4194,0
Great product item 4195,1
I love this! item 4196,1
Worst experience item 4197,0
Complete garbage item 4198,0
Worst experience item 4199,0
Excellent service item 4200,1
Very disappointed item 4201,0
Great product item 4202,1
Fantastic quality item 4203,1
Complete garbage item 4204,0
Do not buy item 4205,0
I love this! item 4206,1
Great product item 4207,1
Excellent service item 4208,1
Terrible product item 4209,0
Fantastic quality item 4210,1
Amazing experience item 4211,1
Amazing experience item 4212,1
Best purchase ever item 4213,1
I love this! item 4214,1
Do not buy item 4215,0
Waste of money item 4216,0
I love this! item 4217,1
Poor quality item 4218,0
I love this! item 4219,1
Very disappointed item 4220,0
Poor quality item 4221,0
Amazing experience item 4222,1
Complete garbage item 4223,0
Complete garbage item 4224,0
Fantastic quality item 4225,1
Complete garbage item 4226,0
Poor quality item 4227,0
Best purchase ever item 4228,1
Highly recommend item 4229,1
Worst experience item 4230,0
Complete garbage item 4231,0
Fantastic quality item 4232,1
Very happy with this item 4233,1
Excellent service item 4234,1
Do not buy item 4235,0
Excellent service item 4236,1
Terrible product item 4237,0
Avoid this item 4238,0
Do not buy item 4239,0
Complete garbage item 4240,0
Amazing experience item 4241,1
Avoid this item 4242,0
Poor quality item 4243,0
Do not buy item 4244,0
I love this! item 4245,1
Highly recommend item 4246,1
Very happy with this item 4247,1
Excellent service item 4248,1
I love this! item 4249,1
Avoid this item 4250,0
Fantastic quality item 4251,1
Best purchase ever item 4252,1
Avoid this item 4253,0
I love this! item 4254,1
Very happy with this item 4255,1
Worst experience item 4256,0
Great product item 4257,1
Fantastic quality item 4258,1
Great product item 4259,1
Terrible product item 4260,0
I love this! item 4261,1
Amazing experience item 4262,1
Worst experience item 4263,0
Complete garbage item 4264,0
Poor quality item 4265,0
I love this! item 4266,1
Great product item 4267,1
Poor quality item 4268,0
Excellent service item 4269,1
Excellent service item 4270,1
Worst experience item 4271,0
I love this! item 4272,1
Very happy with this item 4273,1
Poor quality item 4274,0
Do not buy item 4275,0
Waste of money item 4276,0
Excellent service item 4277,1
Amazing experience item 4278,1
Great product item 4279,1
Best purchase ever item 4280,1
Waste of money item 4281,0
Worst experience item 4282,0
Avoid this item 4283,0
Excellent service item 4284,1
Great product item 4285,1
Great product item 4286,1
Amazing experience item 4287,1
Highly recommend item 4288,1
Worst experience item 4289,0
Fantastic quality item 4290,1
Waste of money item 4291,0
Complete garbage item 4292,0
Great product item 4293,1
Very disappointed item 4294,0
Great product item 4295,1
Amazing experience item 4296,1
Great product item 4297,1
Do not buy item 4298,0
Poor quality item 4299,0
Very happy with this item 4300,1
Worst experience item 4301,0
Worst experience item 4302,0
Great product item 4303,1
Best purchase ever item 4304,1
Poor quality item 4305,0
Poor quality item 4306,0
Great product item 4307,1
Amazing experience item 4308,1
Complete garbage item 4309,0
Poor quality item 4310,0
Worst experience item 4311,0
Highly recommend item 4312,1
Excellent service item 4313,1
Great product item 4314,1
I love this! item 4315,1
Amazing experience item 4316,1
I love this! item 4317,1
Worst experience item 4318,0
Excellent service item 4319,1
Amazing experience item 4320,1
Complete garbage item 4321,0
Worst experience item 4322,0
Complete garbage item 4323,0
Excellent service item 4324,1
Excellent service item 4325,1
Highly recommend item 4326,1
Do not buy item 4327,0
Terrible product item 4328,0
Avoid this item 4329,0
Complete garbage item 4330,0
Do not buy item 4331,0
Terrible product item 4332,0
Very happy with this item 4333,1
Waste of money item 4334,0
I love this! item 4335,1
Do not buy item 4336,0
Poor quality item 4337,0
Very happy with this item 4338,1
Avoid this item 4339,0
Complete garbage item 4340,0
Amazing experience item 4341,1
Very happy with this item 4342,1
Great product item 4343,1
Amazing experience item 4344,1
Terrible product item 4345,0
Do not buy item 4346,0
Fantastic quality item 4347,1
Excellent service item 4348,1
Fantastic quality item 4349,1
Highly recommend item 4350,1
Very happy with this item 4351,1
Avoid this item 4352,0
I love this! item 4353,1
Excellent service item 4354,1
Waste of money item 4355,0
Do not buy item 4356,0
Best purchase ever item 4357,1
Very happy with this item 4358,1
Highly recommend item 4359,1
Terrible product item 4360,0
Fantastic quality item 4361,1
Do not buy item 4362,0
I love this! item 4363,1
Best purchase ever item 4364,1
Waste of money item 4365,0
Terrible product item 4366,0
Avoid this item 4367,0
Highly recommend item 4368,1
Terrible product item 4369,0
Best purchase ever item 4370,1
Great product item 4371,1
